3.4553413e+09	10	3896	0	0
3.4553413e+09	8	3896	0	0
3.4553416e+09	35	3892	0	0
3.4553418e+09	35	3894	0	0
3.4553423e+09	37	3898	0	0
3.4553426e+09	35	3901	0	0
3.4553428e+09	36	3900	0	0
3.4553431e+09	36	3904	0	0
3.4553434e+09	37	3894	0	0
3.4553439e+09	29	3908	0	0
3.4553441e+09	38	3901	0	0
3.4553444e+09	36	3902	0	0
3.4553446e+09	36	3901	0	0
3.4553449e+09	37	3906	0	0
3.4553454e+09	38	3904	0	0
3.4553457e+09	39	3899	0	0
3.4553459e+09	36	3898	0	0
3.4553462e+09	37	3904	0	0
3.4553464e+09	39	3901	0	0
3.4553469e+09	237	3901	0	0
3.4553472e+09	8	3900	0	0
3.4553475e+09	8	3904	0	0
3.4553477e+09	8	3895	0	0
3.455348e+09	7	3902	0	0
3.4553485e+09	8	3901	0	0
3.4553487e+09	8	3899	0	0
3.455349e+09	14	3903	0	0
3.4553492e+09	7	3884	0	0
3.4553495e+09	8	3903	0	0
3.45535e+09	8	3907	0	0
3.4553503e+09	7	3903	0	0
3.4553505e+09	10	3901	0	0
3.4553508e+09	7	3897	0	0
3.455351e+09	8	3898	0	0
3.4553516e+09	9	3903	0	0
3.4553518e+09	9	3903	0	0
3.4553521e+09	7	3896	0	0
3.4553523e+09	9	3902	0	0
3.4553526e+09	8	3901	0	0
3.4553531e+09	7	3902	0	0
3.4553533e+09	8	3900	0	0
3.4553536e+09	7	3902	0	0
3.4553539e+09	7	3902	0	0
3.4553541e+09	7	3896	0	0
3.4553544e+09	8	3899	0	0
3.4553549e+09	8	3904	0	0
3.4553551e+09	9	3898	0	0
3.4553554e+09	9	3900	0	0
3.4553556e+09	8	3905	0	0
3.4553559e+09	8	3898	0	0
3.4553564e+09	9	3894	0	0
3.4553567e+09	8	3896	0	0
3.4553569e+09	8	3899	0	0
3.4553572e+09	7	3903	0	0
3.4553574e+09	7	3902	0	0
3.455358e+09	8	3905	0	0
3.4553582e+09	3	3902	0	0
3.4553585e+09	8	3906	0	0
3.4553587e+09	9	3897	0	0
3.455359e+09	8	3897	0	0
3.4553595e+09	7	3895	0	0
3.4553597e+09	8	3905	0	0
3.45536e+09	7	3896	0	0
3.4553603e+09	8	3899	0	0
3.4553605e+09	8	3903	0	0
3.455361e+09	9	3899	0	0
3.4553613e+09	7	3903	0	0
3.4553615e+09	7	3900	0	0
3.4553618e+09	7	3903	0	0
3.455362e+09	8	3896	0	0
3.4553626e+09	7	3898	0	0
3.4553628e+09	8	3903	0	0
3.4553631e+09	9	3901	0	0
3.4553633e+09	8	3900	0	0
3.4553636e+09	8	3902	0	0
3.4553641e+09	8	3902	0	0
3.4553644e+09	8	3901	0	0
3.4553646e+09	7	3904	0	0
